#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 21C03: Longmire (Disc), WA
#	SNOW COURSE/AERIAL MARKER 21A10: Schreibers Meadow, WA
#	SNOTEL 791: Stevens Pass, WA
#	SNOW COURSE/AERIAL MARKER 21B08: Tunnel Avenue, WA
#	SNOTEL 909: Wells Creek, WA
# 
# Data items provided in this file:
#
# Element Name             Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Depth               Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent    Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Air Temperature Maximum  Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum  Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Mar 22, 2022 11:37:03 PM GMT-08:00
#
Date,Station Id,Station Name,Elevation (ft),Latitude,Longitude,Snow Depth (in) Start of Day Values,Snow Water Equivalent (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF)
2014-08-03,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,81,54
2014-08-04,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,82,55
2014-08-05,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,75,51
2014-08-06,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,69,49
2014-08-07,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,69,49
2014-08-08,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,67,48
2014-08-09,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,74,45
2014-08-10,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,81,50
2014-08-11,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,86,58
2014-08-12,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,77,56
2014-08-13,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,63,54
2014-08-14,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,56,51
2014-08-15,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,63,49
2014-08-16,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,62,54
2014-08-17,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,69,54
2014-08-18,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,78,53
2014-08-19,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,71,55
2014-08-20,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,60,49
2014-08-21,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,64,47
2014-08-22,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,64,47
2014-08-23,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,69,47
2014-08-24,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,64,49
2014-08-25,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,70,48
2014-08-26,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,76,52
2014-08-27,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,75,52
2014-08-28,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,68,48
2014-08-29,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,60,49
2014-08-30,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,54,47
2014-08-31,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,55,45
2014-09-01,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,60,43
2014-09-02,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,53,41
2014-09-03,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,51,41
2014-09-04,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,67,41
2014-09-05,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,71,47
2014-09-06,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,74,49
2014-09-07,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,73,50
2014-09-08,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,63,48
2014-09-09,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,59,47
2014-09-10,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,59,42
2014-09-11,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,54,38
2014-09-12,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,62,37
2014-09-13,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,66,43
2014-09-14,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,69,45
2014-09-15,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,74,47
2014-09-16,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,,
2014-09-17,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,,
2014-09-18,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,,
2014-09-19,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,,
2014-09-20,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,,
2014-09-21,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,,
2014-09-22,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,,
2014-09-23,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,,
2014-09-24,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,,
2014-09-25,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,,
2014-09-26,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,,
2014-09-27,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,,
2014-09-28,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,,
2014-09-29,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,,
2014-09-30,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,44,42
2014-10-01,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,47,42
2014-10-02,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,57,37
2014-10-03,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,59,40
2014-10-04,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,63,48
2014-10-05,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,67,47
2014-10-06,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,67,47
2014-10-07,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,68,49
2014-10-08,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,61,45
2014-10-09,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,66,45
2014-10-10,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,62,47
2014-10-11,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,49,43
2014-10-12,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,49,42
2014-10-13,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,56,42
2014-10-14,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,50,42
2014-10-15,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,46,39
2014-10-16,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,49,38
2014-10-17,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,45,42
2014-10-18,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,53,43
2014-10-19,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,53,45
2014-10-20,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,49,42
2014-10-21,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,45,40
2014-10-22,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,44,41
2014-10-23,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,42,35
2014-10-24,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,43,36
2014-10-25,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,45,38
2014-10-26,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,40,34
2014-10-27,791,Stevens Pass,3950,47.74607,-121.09288,0,0.1,42,33
2014-10-28,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,43,35
2014-10-29,791,Stevens Pass,3950,47.74607,-121.09288,1,0.1,46,39
2014-10-30,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,44,41
2014-10-31,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,44,38
2014-11-01,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,40,36
2014-11-02,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,40,35
2014-11-03,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,46,40
2014-11-04,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,47,39
2014-11-05,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,44,39
2014-11-06,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,47,39
2014-11-07,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,45,34
2014-11-08,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,53,34
2014-11-09,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,45,34
2014-11-10,791,Stevens Pass,3950,47.74607,-121.09288,1,0.1,40,29
2014-11-11,791,Stevens Pass,3950,47.74607,-121.09288,1,0.0,31,18
2014-11-12,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,22,17
2014-11-13,791,Stevens Pass,3950,47.74607,-121.09288,0,0.3,26,18
2014-11-14,791,Stevens Pass,3950,47.74607,-121.09288,1,0.4,31,15
2014-11-15,791,Stevens Pass,3950,47.74607,-121.09288,1,0.5,31,19
2014-11-16,791,Stevens Pass,3950,47.74607,-121.09288,1,0.5,33,21
2014-11-17,791,Stevens Pass,3950,47.74607,-121.09288,1,0.5,32,21
2014-11-18,791,Stevens Pass,3950,47.74607,-121.09288,1,0.5,30,22
2014-11-19,791,Stevens Pass,3950,47.74607,-121.09288,1,0.6,32,29
2014-11-20,791,Stevens Pass,3950,47.74607,-121.09288,1,0.6,35,28
2014-11-21,791,Stevens Pass,3950,47.74607,-121.09288,1,0.9,35,27
2014-11-22,791,Stevens Pass,3950,47.74607,-121.09288,8,1.8,35,31
2014-11-23,791,Stevens Pass,3950,47.74607,-121.09288,16,2.8,35,32
2014-11-24,791,Stevens Pass,3950,47.74607,-121.09288,25,4.2,41,28
2014-11-25,791,Stevens Pass,3950,47.74607,-121.09288,22,5.2,45,34
2014-11-26,791,Stevens Pass,3950,47.74607,-121.09288,13,4.9,46,40
2014-11-27,791,Stevens Pass,3950,47.74607,-121.09288,10,4.3,44,39
2014-11-28,791,Stevens Pass,3950,47.74607,-121.09288,8,3.7,42,27
2014-11-29,791,Stevens Pass,3950,47.74607,-121.09288,14,3.8,27,11
2014-11-30,791,Stevens Pass,3950,47.74607,-121.09288,15,3.8,25,11
2014-12-01,791,Stevens Pass,3950,47.74607,-121.09288,14,3.8,27,11
2014-12-02,791,Stevens Pass,3950,47.74607,-121.09288,13,3.8,23,15
2014-12-03,791,Stevens Pass,3950,47.74607,-121.09288,13,3.8,30,19
2014-12-04,791,Stevens Pass,3950,47.74607,-121.09288,13,3.9,28,25
2014-12-05,791,Stevens Pass,3950,47.74607,-121.09288,13,3.8,31,26
2014-12-06,791,Stevens Pass,3950,47.74607,-121.09288,12,3.8,39,30
2014-12-07,791,Stevens Pass,3950,47.74607,-121.09288,13,3.8,36,33
2014-12-08,791,Stevens Pass,3950,47.74607,-121.09288,13,4.0,36,33
2014-12-09,791,Stevens Pass,3950,47.74607,-121.09288,12,4.0,43,34
2014-12-10,791,Stevens Pass,3950,47.74607,-121.09288,11,4.2,39,36
2014-12-11,791,Stevens Pass,3950,47.74607,-121.09288,10,4.0,40,34
2014-12-12,791,Stevens Pass,3950,47.74607,-121.09288,10,4.0,38,34
2014-12-13,791,Stevens Pass,3950,47.74607,-121.09288,10,4.0,35,27
2014-12-14,791,Stevens Pass,3950,47.74607,-121.09288,10,3.8,35,25
2014-12-15,791,Stevens Pass,3950,47.74607,-121.09288,11,3.7,32,31
2014-12-16,791,Stevens Pass,3950,47.74607,-121.09288,11,3.7,33,31
2014-12-17,791,Stevens Pass,3950,47.74607,-121.09288,11,3.4,33,31
2014-12-18,791,Stevens Pass,3950,47.74607,-121.09288,13,3.4,32,31
2014-12-19,791,Stevens Pass,3950,47.74607,-121.09288,16,3.3,35,31
2014-12-20,791,Stevens Pass,3950,47.74607,-121.09288,16,3.4,44,31
2014-12-21,791,Stevens Pass,3950,47.74607,-121.09288,23,4.4,42,35
2014-12-22,791,Stevens Pass,3950,47.74607,-121.09288,21,5.0,37,30
2014-12-23,791,Stevens Pass,3950,47.74607,-121.09288,20,5.1,41,32
2014-12-24,791,Stevens Pass,3950,47.74607,-121.09288,24,5.6,33,30
2014-12-25,791,Stevens Pass,3950,47.74607,-121.09288,26,6.1,33,29
2014-12-26,791,Stevens Pass,3950,47.74607,-121.09288,25,6.1,33,25
2014-12-27,791,Stevens Pass,3950,47.74607,-121.09288,25,6.1,35,30
2014-12-28,791,Stevens Pass,3950,47.74607,-121.09288,37,7.0,31,27
2014-12-29,791,Stevens Pass,3950,47.74607,-121.09288,37,7.3,27,16
2014-12-30,791,Stevens Pass,3950,47.74607,-121.09288,35,7.2,23,9
2014-12-31,791,Stevens Pass,3950,47.74607,-121.09288,34,7.1,22,12
2015-01-01,791,Stevens Pass,3950,47.74607,-121.09288,33,7.2,26,14
2015-01-02,791,Stevens Pass,3950,47.74607,-121.09288,32,7.1,35,17
2015-01-03,791,Stevens Pass,3950,47.74607,-121.09288,33,7.4,32,25
2015-01-04,791,Stevens Pass,3950,47.74607,-121.09288,32,7.5,39,23
2015-01-05,791,Stevens Pass,3950,47.74607,-121.09288,39,8.5,45,38
2015-01-06,791,Stevens Pass,3950,47.74607,-121.09288,34,8.6,44,36
2015-01-07,791,Stevens Pass,3950,47.74607,-121.09288,32,8.6,51,34
2015-01-08,791,Stevens Pass,3950,47.74607,-121.09288,31,8.6,43,33
2015-01-09,791,Stevens Pass,3950,47.74607,-121.09288,31,8.6,36,30
2015-01-10,791,Stevens Pass,3950,47.74607,-121.09288,31,8.5,36,30
2015-01-11,791,Stevens Pass,3950,47.74607,-121.09288,31,8.7,35,30
2015-01-12,791,Stevens Pass,3950,47.74607,-121.09288,30,8.6,34,28
2015-01-13,791,Stevens Pass,3950,47.74607,-121.09288,30,8.5,30,26
2015-01-14,791,Stevens Pass,3950,47.74607,-121.09288,30,8.5,27,23
2015-01-15,791,Stevens Pass,3950,47.74607,-121.09288,30,8.4,26,22
2015-01-16,791,Stevens Pass,3950,47.74607,-121.09288,34,8.7,36,25
2015-01-17,791,Stevens Pass,3950,47.74607,-121.09288,35,8.7,30,27
2015-01-18,791,Stevens Pass,3950,47.74607,-121.09288,51,10.3,37,29
2015-01-19,791,Stevens Pass,3950,47.74607,-121.09288,52,11.1,36,28
2015-01-20,791,Stevens Pass,3950,47.74607,-121.09288,56,11.8,36,25
2015-01-21,791,Stevens Pass,3950,47.74607,-121.09288,54,11.9,32,24
2015-01-22,791,Stevens Pass,3950,47.74607,-121.09288,52,12.0,36,27
2015-01-23,791,Stevens Pass,3950,47.74607,-121.09288,51,12.1,46,31
2015-01-24,791,Stevens Pass,3950,47.74607,-121.09288,47,12.3,46,39
2015-01-25,791,Stevens Pass,3950,47.74607,-121.09288,45,12.0,51,36
2015-01-26,791,Stevens Pass,3950,47.74607,-121.09288,44,11.9,51,36
2015-01-27,791,Stevens Pass,3950,47.74607,-121.09288,43,11.8,42,36
2015-01-28,791,Stevens Pass,3950,47.74607,-121.09288,42,11.8,43,31
2015-01-29,791,Stevens Pass,3950,47.74607,-121.09288,42,11.6,41,29
2015-01-30,791,Stevens Pass,3950,47.74607,-121.09288,41,11.6,39,28
2015-01-31,791,Stevens Pass,3950,47.74607,-121.09288,41,11.5,39,27
2015-02-01,791,Stevens Pass,3950,47.74607,-121.09288,41,11.3,39,30
2015-02-02,791,Stevens Pass,3950,47.74607,-121.09288,43,11.5,39,30
2015-02-03,791,Stevens Pass,3950,47.74607,-121.09288,44,11.7,40,33
2015-02-04,791,Stevens Pass,3950,47.74607,-121.09288,43,11.9,34,31
2015-02-05,791,Stevens Pass,3950,47.74607,-121.09288,45,12.3,36,32
2015-02-06,791,Stevens Pass,3950,47.74607,-121.09288,46,12.8,42,35
2015-02-07,791,Stevens Pass,3950,47.74607,-121.09288,44,12.8,40,36
2015-02-08,791,Stevens Pass,3950,47.74607,-121.09288,42,12.9,41,36
2015-02-09,791,Stevens Pass,3950,47.74607,-121.09288,41,12.9,41,36
2015-02-10,791,Stevens Pass,3950,47.74607,-121.09288,39,12.7,42,35
2015-02-11,791,Stevens Pass,3950,47.74607,-121.09288,38,12.4,42,36
2015-02-12,791,Stevens Pass,3950,47.74607,-121.09288,38,12.4,49,37
2015-02-13,791,Stevens Pass,3950,47.74607,-121.09288,36,12.2,50,37
2015-02-14,791,Stevens Pass,3950,47.74607,-121.09288,35,11.8,43,32
2015-02-15,791,Stevens Pass,3950,47.74607,-121.09288,35,11.8,46,30
2015-02-16,791,Stevens Pass,3950,47.74607,-121.09288,34,11.9,42,31
2015-02-17,791,Stevens Pass,3950,47.74607,-121.09288,34,12.0,45,30
2015-02-18,791,Stevens Pass,3950,47.74607,-121.09288,34,11.7,46,32
2015-02-19,791,Stevens Pass,3950,47.74607,-121.09288,33,11.6,39,35
2015-02-20,791,Stevens Pass,3950,47.74607,-121.09288,34,11.5,40,31
2015-02-21,791,Stevens Pass,3950,47.74607,-121.09288,34,11.5,43,28
2015-02-22,791,Stevens Pass,3950,47.74607,-121.09288,34,11.5,40,25
2015-02-23,791,Stevens Pass,3950,47.74607,-121.09288,34,11.5,49,26
2015-02-24,791,Stevens Pass,3950,47.74607,-121.09288,33,11.3,48,32
2015-02-25,791,Stevens Pass,3950,47.74607,-121.09288,33,11.2,38,33
2015-02-26,791,Stevens Pass,3950,47.74607,-121.09288,34,11.3,39,34
2015-02-27,791,Stevens Pass,3950,47.74607,-121.09288,34,11.5,35,31
2015-02-28,791,Stevens Pass,3950,47.74607,-121.09288,35,11.5,43,25
2015-03-01,791,Stevens Pass,3950,47.74607,-121.09288,34,11.4,45,26
2015-03-02,791,Stevens Pass,3950,47.74607,-121.09288,34,11.3,41,26
2015-03-03,791,Stevens Pass,3950,47.74607,-121.09288,33,11.2,42,21
2015-03-04,791,Stevens Pass,3950,47.74607,-121.09288,34,10.9,48,26
2015-03-05,791,Stevens Pass,3950,47.74607,-121.09288,33,10.7,50,31
2015-03-06,791,Stevens Pass,3950,47.74607,-121.09288,33,10.7,55,35
2015-03-07,791,Stevens Pass,3950,47.74607,-121.09288,33,10.7,56,35
2015-03-08,791,Stevens Pass,3950,47.74607,-121.09288,32,10.6,58,36
2015-03-09,791,Stevens Pass,3950,47.74607,-121.09288,31,10.7,55,36
2015-03-10,791,Stevens Pass,3950,47.74607,-121.09288,31,10.6,56,36
2015-03-11,791,Stevens Pass,3950,47.74607,-121.09288,29,10.5,45,38
2015-03-12,791,Stevens Pass,3950,47.74607,-121.09288,28,10.3,48,36
2015-03-13,791,Stevens Pass,3950,47.74607,-121.09288,28,9.9,51,36
2015-03-14,791,Stevens Pass,3950,47.74607,-121.09288,27,9.7,45,37
2015-03-15,791,Stevens Pass,3950,47.74607,-121.09288,26,9.5,38,34
2015-03-16,791,Stevens Pass,3950,47.74607,-121.09288,27,10.0,41,31
2015-03-17,791,Stevens Pass,3950,47.74607,-121.09288,27,9.9,45,32
2015-03-18,791,Stevens Pass,3950,47.74607,-121.09288,27,9.8,47,33
2015-03-19,791,Stevens Pass,3950,47.74607,-121.09288,26,9.6,52,34
2015-03-20,791,Stevens Pass,3950,47.74607,-121.09288,25,9.5,50,39
2015-03-21,791,Stevens Pass,3950,47.74607,-121.09288,25,9.2,40,33
2015-03-22,791,Stevens Pass,3950,47.74607,-121.09288,25,9.0,40,31
2015-03-23,791,Stevens Pass,3950,47.74607,-121.09288,24,9.1,40,30
2015-03-24,791,Stevens Pass,3950,47.74607,-121.09288,24,9.0,39,32
2015-03-25,791,Stevens Pass,3950,47.74607,-121.09288,26,9.2,45,33
2015-03-26,791,Stevens Pass,3950,47.74607,-121.09288,26,9.5,60,40
2015-03-27,791,Stevens Pass,3950,47.74607,-121.09288,24,9.0,59,38
2015-03-28,791,Stevens Pass,3950,47.74607,-121.09288,22,8.5,41,36
2015-03-29,791,Stevens Pass,3950,47.74607,-121.09288,22,8.2,47,35
2015-03-30,791,Stevens Pass,3950,47.74607,-121.09288,21,7.9,56,39
2015-03-31,791,Stevens Pass,3950,47.74607,-121.09288,19,7.3,42,32
2015-04-01,791,Stevens Pass,3950,47.74607,-121.09288,22,7.5,39,30
2015-04-02,791,Stevens Pass,3950,47.74607,-121.09288,21,7.6,40,31
2015-04-03,791,Stevens Pass,3950,47.74607,-121.09288,20,7.5,45,29
2015-04-04,791,Stevens Pass,3950,47.74607,-121.09288,20,7.5,43,30
2015-04-05,791,Stevens Pass,3950,47.74607,-121.09288,20,7.4,43,29
2015-04-06,791,Stevens Pass,3950,47.74607,-121.09288,20,7.3,39,31
2015-04-07,791,Stevens Pass,3950,47.74607,-121.09288,20,7.4,42,31
2015-04-08,791,Stevens Pass,3950,47.74607,-121.09288,20,7.3,47,31
2015-04-09,791,Stevens Pass,3950,47.74607,-121.09288,19,7.1,49,33
2015-04-10,791,Stevens Pass,3950,47.74607,-121.09288,17,6.8,49,35
2015-04-11,791,Stevens Pass,3950,47.74607,-121.09288,16,6.6,38,30
2015-04-12,791,Stevens Pass,3950,47.74607,-121.09288,29,7.3,41,29
2015-04-13,791,Stevens Pass,3950,47.74607,-121.09288,29,8.0,43,29
2015-04-14,791,Stevens Pass,3950,47.74607,-121.09288,26,8.2,36,29
2015-04-15,791,Stevens Pass,3950,47.74607,-121.09288,29,8.5,41,29
2015-04-16,791,Stevens Pass,3950,47.74607,-121.09288,25,8.5,57,28
2015-04-17,791,Stevens Pass,3950,47.74607,-121.09288,22,8.2,59,36
2015-04-18,791,Stevens Pass,3950,47.74607,-121.09288,20,7.6,62,34
2015-04-19,791,Stevens Pass,3950,47.74607,-121.09288,18,7.0,65,38
2015-04-20,791,Stevens Pass,3950,47.74607,-121.09288,16,6.2,66,42
2015-04-21,791,Stevens Pass,3950,47.74607,-121.09288,13,5.3,59,32
2015-04-22,791,Stevens Pass,3950,47.74607,-121.09288,11,4.4,42,32
2015-04-23,791,Stevens Pass,3950,47.74607,-121.09288,11,4.2,45,31
2015-04-24,791,Stevens Pass,3950,47.74607,-121.09288,11,4.0,40,30
2015-04-25,791,Stevens Pass,3950,47.74607,-121.09288,11,4.3,42,30
2015-04-26,791,Stevens Pass,3950,47.74607,-121.09288,12,4.3,50,29
2015-04-27,791,Stevens Pass,3950,47.74607,-121.09288,10,3.8,60,39
2015-04-28,791,Stevens Pass,3950,47.74607,-121.09288,7,2.5,57,37
2015-04-29,791,Stevens Pass,3950,47.74607,-121.09288,5,1.7,46,35
2015-04-30,791,Stevens Pass,3950,47.74607,-121.09288,3,1.2,52,35
2015-05-01,791,Stevens Pass,3950,47.74607,-121.09288,2,0.4,58,36
2015-05-02,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,55,34
2015-05-03,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,62,35
2015-05-04,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,60,37
2015-05-05,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,42,32
2015-05-06,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,44,33
2015-05-07,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,58,35
2015-05-08,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,66,38
2015-05-09,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,68,42
2015-05-10,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,64,46
2015-05-11,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,50,42
2015-05-12,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,48,41
2015-05-13,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,44,40
2015-05-14,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,56,40
2015-05-15,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,51,43
2015-05-16,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,46,43
2015-05-17,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,55,40
2015-05-18,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,67,47
2015-05-19,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,66,46
2015-05-20,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,72,47
2015-05-21,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,70,48
2015-05-22,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,58,47
2015-05-23,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,53,45
2015-05-24,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,53,46
2015-05-25,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,53,45
2015-05-26,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,54,44
2015-05-27,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,68,47
2015-05-28,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,73,47
2015-05-29,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,74,52
2015-05-30,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,71,47
2015-05-31,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,72,46
2015-06-01,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,58,46
2015-06-02,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,51,44
2015-06-03,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,52,43
2015-06-04,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,64,44
2015-06-05,791,Stevens Pass,3950,47.74607,-121.09288,0,0.0,72,47
